snapshot_date,ticker,category,expiration,option_type,contract_symbol,strike,last_price,bid,ask,change,percent_change,volume,open_interest,implied_vol,in_the_money,underlying_price
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00355000,355.0,141.5,161.7,162.2,0.0,0.0,,0,1.6123066259765624,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00360000,360.0,157.5,156.7,157.2,0.0,0.0,1.0,1,1.5585959570312498,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00415000,415.0,93.3,101.75,102.2,0.0,0.0,,0,1.015629921875,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00435000,435.0,79.0,81.75,82.2,0.0,0.0,,0,0.8242205078124999,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00455000,455.0,66.35,61.75,62.25,0.0,0.0,2.0,0,0.6450230810546875,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00460000,460.0,58.19,56.8,57.25,0.0,0.0,1.0,1,0.6044961425781252,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00465000,465.0,44.1,51.8,52.25,0.0,0.0,1.0,5,0.5576216113281252,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00468000,468.0,37.25,48.8,49.25,0.0,0.0,,0,0.5293015820312501,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00470000,470.0,53.24,46.8,47.25,0.0,0.0,1.0,0,0.5102588037109376,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00474000,474.0,48.1,42.8,43.25,0.0,0.0,,0,0.5158739819335938,1,516.6199951171875
2026-06-23,DIA,etf_proxy,2026-06-26,call,DIA260626C00475000,475.0,43.16,41.8,42.25,0.0,0.0,2.0,1,0.50586431640625,1,516.6199951171875
